"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed"
50,"unemployed","unknown","basic.9y","no","yes","yes","cellular","nov","thu",139,1,999,0,"nonexistent",-1,932,-42,"4.076",51958
35,"admin.","single","basic.4y","unknown","no","no","telephone","may","wed",803,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
38,"admin.","unknown","university.degree","no","no","no","cellular","apr","mon",517,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
30,"admin.","married","university.degree","no","no","no","cellular","jul","fri",344,2,999,0,"nonexistent",14,93918,-427,"4.963",52281
55,"services","divorced","high.school","no","no","yes","telephone","may","mon",207,3,999,0,"nonexistent",11,93994,-364,"4.858",5191
32,"blue-collar","married","basic.9y","no","no","yes","telephone","jul","fri",518,3,999,0,"nonexistent",14,93918,-427,"4.963",52281
49,"management","single","university.degree","no","yes","yes","cellular","may","tue",141,1,999,1,"failure",-18,92893,-462,"1.266",50991
46,"blue-collar","married","basic.4y","no","yes","no","telephone","may","fri",107,3,999,0,"nonexistent",11,93994,-364,"4.855",5191
33,"services","single","university.degree","no","no","no","cellular","may","fri",200,5,999,0,"nonexistent",-18,92893,-462,"1.25",50991
31,"admin.","single","university.degree","no","yes","no","telephone","may","thu",309,2,999,0,"nonexistent",11,93994,-364,"4.86",5191
53,"blue-collar","married","unknown","unknown","yes","no","cellular","jul","fri",386,2,999,0,"nonexistent",14,93918,-427,"4.962",52281
31,"technician","single","professional.course","no","yes","yes","cellular","aug","fri",73,1,999,0,"nonexistent",14,93444,-361,"4.964",52281
30,"admin.","married","university.degree","no","yes","yes","cellular","aug","thu",67,1,999,0,"nonexistent",14,93444,-361,"4.964",52281
34,"blue-collar","married","basic.6y","no","no","yes","cellular","may","wed",281,1,999,0,"nonexistent",-18,92893,-462,"1.281",50991
42,"admin.","married","university.degree","no","no","yes","cellular","jul","fri",400,2,999,0,"nonexistent",14,93918,-427,"4.962",52281
34,"technician","married","high.school","no","yes","no","cellular","aug","thu",85,3,999,0,"nonexistent",14,93444,-361,"4.964",52281
54,"admin.","married","university.degree","unknown","no","no","cellular","aug","wed",56,1,999,0,"nonexistent",14,93444,-361,"4.964",52281
37,"management","single","university.degree","no","yes","no","cellular","nov","tue",242,2,999,1,"failure",-1,932,-42,"4.153",51958
35,"self-employed","married","university.degree","no","yes","no","cellular","jul","mon",192,3,999,0,"nonexistent",14,93918,-427,"4.962",52281
39,"technician","divorced","university.degree","no","no","no","cellular","jul","mon",179,2,999,0,"nonexistent",14,93918,-427,"4.962",52281
52,"self-employed","married","university.degree","no","yes","no","telephone","may","tue",678,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
29,"admin.","single","university.degree","no","yes","no","telephone","may","tue",33,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
48,"housemaid","married","basic.4y","no","yes","no","telephone","sep","mon",9,1,999,0,"nonexistent",-11,94199,-375,"0.876",49636
45,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",455,3,999,0,"nonexistent",11,93994,-364,"4.859",5191
35,"technician","single","basic.6y","no","unknown","unknown","telephone","may","thu",332,2,999,0,"nonexistent",11,93994,-364,"4.86",5191
33,"admin.","married","university.degree","no","no","no","cellular","aug","mon",177,2,999,0,"nonexistent",14,93444,-361,"4.965",52281
46,"admin.","married","high.school","no","yes","no","cellular","aug","tue",252,3,999,0,"nonexistent",14,93444,-361,"4.966",52281
32,"technician","single","university.degree","no","yes","no","telephone","nov","thu",47,1,999,1,"failure",-1,932,-42,"4.076",51958
45,"blue-collar","married","professional.course","no","no","no","cellular","oct","tue",117,1,999,0,"nonexistent",-34,92431,-269,"0.744",50175
29,"blue-collar","married","basic.6y","no","yes","no","cellular","may","fri",69,3,999,1,"failure",-18,92893,-462,"1.25",50991
32,"technician","divorced","basic.9y","no","no","no","cellular","apr","mon",105,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
32,"admin.","married","high.school","no","no","no","cellular","sep","mon",169,2,999,0,"nonexistent",-11,94199,-375,"0.879",49636
55,"technician","married","university.degree","no","no","no","telephone","may","mon",349,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
34,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","fri",120,2,999,0,"nonexistent",14,94465,-418,"4.967",52281
30,"student","single","university.degree","no","no","no","cellular","apr","thu",200,1,999,0,"nonexistent",-18,93075,-471,"1.365",50991
35,"admin.","married","high.school","no","no","no","telephone","jun","mon",250,1,999,0,"nonexistent",14,94465,-418,"4.961",52281
31,"blue-collar","single","basic.9y","no","no","no","telephone","jun","wed",87,2,999,0,"nonexistent",14,94465,-418,"4.864",52281
54,"management","married","university.degree","no","yes","yes","cellular","aug","thu",121,11,999,0,"nonexistent",14,93444,-361,"4.962",52281
34,"admin.","single","university.degree","no","no","no","cellular","nov","mon",110,2,999,0,"nonexistent",-1,932,-42,"4.191",51958
32,"admin.","married","high.school","no","no","no","telephone","jun","wed",103,1,999,0,"nonexistent",14,94465,-418,"4.962",52281
27,"technician","single","unknown","no","no","no","cellular","oct","tue",404,1,999,0,"nonexistent",-34,92431,-269,"0.742",50175
37,"admin.","married","high.school","no","no","no","cellular","nov","mon",148,2,999,0,"nonexistent",-1,932,-42,"4.191",51958
39,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","wed",52,2,999,0,"nonexistent",14,94465,-418,"4.864",52281
30,"services","married","high.school","unknown","no","no","telephone","may","thu",80,1,999,0,"nonexistent",11,93994,-364,"4.855",5191
35,"admin.","married","high.school","unknown","no","no","telephone","may","fri",290,3,999,0,"nonexistent",11,93994,-364,"4.857",5191
30,"admin.","married","unknown","no","yes","yes","telephone","jun","mon",76,1,999,0,"nonexistent",14,94465,-418,"4.961",52281
26,"technician","married","basic.6y","no","no","no","telephone","jun","mon",123,1,999,0,"nonexistent",14,94465,-418,"4.961",52281
30,"technician","married","professional.course","no","yes","yes","cellular","mar","tue",147,1,999,0,"nonexistent",-18,93369,-348,"0.655",50087
51,"admin.","married","basic.6y","unknown","no","no","telephone","may","tue",253,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
28,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","wed",200,1,999,0,"nonexistent",14,94465,-418,"4.962",52281
31,"services","single","high.school","no","yes","no","cellular","may","tue",398,2,999,0,"nonexistent",-18,92893,-462,"1.291",50991
58,"management","married","basic.4y","no","no","no","cellular","nov","fri",240,3,999,0,"nonexistent",-1,932,-42,"4.021",51958
39,"management","single","university.degree","unknown","no","no","cellular","apr","thu",370,1,999,1,"failure",-18,93075,-471,"1.41",50991
43,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","tue",279,1,999,1,"failure",-18,92893,-462,"1.291",50991
29,"admin.","single","university.degree","unknown","yes","no","cellular","aug","fri",124,1,999,0,"nonexistent",14,93444,-361,"4.966",52281
43,"blue-collar","married","basic.4y","unknown","no","yes","cellular","may","wed",153,1,999,2,"failure",-18,92893,-462,"1.334",50991
37,"blue-collar","married","basic.6y","unknown","yes","no","telephone","jul","thu",95,1,999,0,"nonexistent",14,93918,-427,"4.966",52281
34,"technician","married","professional.course","no","no","no","telephone","may","thu",414,2,999,0,"nonexistent",11,93994,-364,"4.86",5191
34,"admin.","divorced","university.degree","no","no","no","cellular","nov","tue",150,1,999,0,"nonexistent",-1,932,-42,"4.153",51958
31,"services","divorced","high.school","no","no","no","telephone","jul","wed",197,2,999,0,"nonexistent",14,93918,-427,"4.963",52281
44,"admin.","single","high.school","no","yes","no","cellular","may","wed",728,1,999,0,"nonexistent",-18,92893,-462,"1.334",50991
38,"services","married","high.school","unknown","no","no","telephone","jun","thu",419,1,999,0,"nonexistent",14,94465,-418,"4.866",52281
37,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",247,3,999,0,"nonexistent",14,93918,-427,"4.962",52281
34,"services","married","basic.9y","no","yes","no","telephone","jun","mon",274,2,999,0,"nonexistent",14,94465,-418,"4.961",52281
54,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","thu",138,2,999,0,"nonexistent",11,93994,-364,"4.86",5191
25,"blue-collar","single","high.school","no","yes","no","cellular","may","wed",262,1,999,1,"failure",-18,92893,-462,"1.281",50991
49,"blue-collar","divorced","high.school","no","yes","no","cellular","may","wed",204,2,999,0,"nonexistent",-18,92893,-462,"1.281",50991
46,"admin.","married","high.school","no","no","no","telephone","may","fri",515,2,999,0,"nonexistent",11,93994,-364,"4.864",5191
52,"technician","married","basic.6y","unknown","no","no","cellular","may","thu",152,3,999,1,"failure",-18,92893,-462,"1.266",50991
33,"blue-collar","married","basic.6y","no","no","no","cellular","jul","mon",122,2,999,0,"nonexistent",14,93918,-427,"4.96",52281
35,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",25,1,999,1,"failure",-18,92893,-462,"1.291",50991
27,"blue-collar","married","basic.9y","no","no","yes","telephone","may","thu",1170,1,999,0,"nonexistent",11,93994,-364,"4.855",5191
49,"admin.","married","university.degree","no","yes","yes","cellular","may","wed",194,3,999,0,"nonexistent",-18,92893,-462,"1.281",50991
28,"technician","married","university.degree","no","no","no","telephone","may","thu",154,2,999,1,"failure",-18,92893,-462,"1.266",50991
36,"admin.","single","high.school","no","yes","no","cellular","may","tue",220,1,999,1,"failure",-18,92893,-462,"1.344",50991
31,"admin.","married","university.degree","no","no","no","cellular","aug","mon",145,5,999,0,"nonexistent",14,93444,-361,"4.963",52281
26,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",123,2,999,0,"nonexistent",14,94465,-418,"4.958",52281
40,"self-employed","married","basic.4y","unknown","no","no","telephone","jun","fri",420,1,999,0,"nonexistent",14,94465,-418,"4.967",52281
40,"self-employed","single","university.degree","no","no","yes","cellular","jun","wed",54,4,999,0,"nonexistent",-29,92963,-408,"1.244",50762
41,"management","married","high.school","no","yes","no","telephone","jun","mon",440,1,999,0,"nonexistent",14,94465,-418,"4.961",52281
33,"technician","married","university.degree","unknown","no","no","telephone","jun","thu",67,4,999,0,"nonexistent",14,94465,-418,"4.958",52281
33,"services","married","high.school","no","yes","yes","telephone","jun","mon",54,1,999,0,"nonexistent",-17,94055,-398,"0.754",49916
34,"technician","divorced","basic.9y","no","yes","no","cellular","apr","fri",76,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
39,"blue-collar","married","basic.6y","unknown","unknown","unknown","telephone","jun","mon",144,2,999,0,"nonexistent",14,94465,-418,"4.96",52281
27,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",198,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
47,"services","divorced","high.school","no","yes","no","cellular","jul","mon",192,19,999,0,"nonexistent",14,93918,-427,"4.962",52281
33,"blue-collar","single","basic.4y","no","unknown","unknown","cellular","may","tue",225,1,999,0,"nonexistent",-18,92893,-462,"1.291",50991
36,"management","married","university.degree","no","yes","no","cellular","mar","thu",141,1,999,1,"failure",-18,92843,-50,"1.538",50991
55,"unknown","married","university.degree","no","yes","no","cellular","jun","thu",153,1,999,0,"nonexistent",-29,92963,-408,"1.26",50762
37,"admin.","single","university.degree","no","yes","yes","telephone","may","fri",138,4,999,0,"nonexistent",11,93994,-364,"4.857",5191
31,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",64,6,999,0,"nonexistent",14,93444,-361,"4.966",52281
45,"self-employed","married","basic.4y","no","unknown","unknown","cellular","nov","tue",121,1,999,0,"nonexistent",-1,932,-42,"4.153",51958
47,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","mon",78,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
24,"management","single","university.degree","no","yes","no","cellular","apr","thu",91,1,999,0,"nonexistent",-18,93075,-471,"1.41",50991
35,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",690,1,999,0,"nonexistent",-1,932,-42,"4.191",51958
34,"technician","married","university.degree","no","no","no","telephone","may","thu",96,2,999,0,"nonexistent",11,93994,-364,"4.86",5191
26,"blue-collar","single","basic.9y","no","yes","yes","telephone","jul","wed",224,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
40,"admin.","married","university.degree","unknown","no","yes","telephone","may","mon",61,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
42,"services","married","high.school","no","yes","no","cellular","may","mon",520,2,3,1,"success",-18,92893,-462,"1.354",50991
17,"student","single","basic.9y","no","yes","no","cellular","aug","fri",92,3,4,2,"success",-29,92201,-314,"0.869",50762
33,"management","married","university.degree","no","no","yes","cellular","nov","wed",113,1,999,1,"failure",-1,932,-42,"4.12",51958
35,"services","married","high.school","no","no","no","telephone","may","mon",159,3,999,0,"nonexistent",11,93994,-364,"4.857",5191
52,"unknown","married","basic.4y","no","yes","no","telephone","jun","fri",29,1,999,0,"nonexistent",14,94465,-418,"4.967",52281
28,"blue-collar","single","basic.9y","no","yes","no","cellular","may","wed",149,1,999,0,"nonexistent",-18,92893,-462,"1.281",50991
53,"technician","single","professional.course","no","yes","no","telephone","may","mon",111,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
26,"technician","single","professional.course","no","yes","no","telephone","jun","wed",153,1,999,0,"nonexistent",14,94465,-418,"4.864",52281
32,"unemployed","married","basic.9y","no","no","no","telephone","jun","mon",143,2,999,0,"nonexistent",14,94465,-418,"4.96",52281
38,"admin.","single","university.degree","no","no","no","cellular","may","thu",219,2,999,0,"nonexistent",-18,92893,-462,"1.327",50991
53,"services","divorced","basic.4y","unknown","yes","no","cellular","jul","wed",185,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
36,"services","married","high.school","no","yes","no","telephone","oct","thu",41,1,999,0,"nonexistent",-1,93798,-404,"4.921",51958
37,"technician","single","professional.course","no","no","no","telephone","jun","thu",635,3,999,0,"nonexistent",14,94465,-418,"4.961",52281
35,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",67,1,999,0,"nonexistent",11,93994,-364,"4.858",5191
37,"admin.","single","high.school","no","yes","yes","telephone","may","mon",56,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
47,"services","married","high.school","unknown","yes","no","cellular","aug","thu",227,3,999,0,"nonexistent",14,93444,-361,"4.963",52281
38,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","thu",197,4,999,0,"nonexistent",-18,92893,-462,"1.266",50991
47,"admin.","married","high.school","unknown","yes","no","telephone","may","tue",139,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
51,"admin.","married","basic.6y","no","yes","no","cellular","nov","tue",122,1,999,0,"nonexistent",-1,932,-42,"4.153",51958
44,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","fri",358,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
35,"blue-collar","divorced","basic.6y","no","yes","no","cellular","apr","fri",212,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
49,"services","single","high.school","no","no","yes","cellular","may","wed",231,2,999,1,"failure",-18,92893,-462,"1.334",50991
34,"blue-collar","married","basic.4y","no","no","no","telephone","jun","tue",404,13,999,0,"nonexistent",14,94465,-418,"4.864",52281
48,"technician","married","university.degree","unknown","no","no","cellular","aug","fri",109,2,999,0,"nonexistent",14,93444,-361,"4.966",52281
30,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",89,1,999,0,"nonexistent",14,93444,-361,"4.967",52281
58,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","fri",70,3,999,0,"nonexistent",11,93994,-364,"4.855",5191
30,"technician","single","professional.course","no","no","no","telephone","may","tue",34,4,999,0,"nonexistent",-18,92893,-462,"1.291",50991
68,"retired","divorced","high.school","no","yes","no","cellular","oct","mon",130,4,999,2,"failure",-11,94601,-495,"1",49636
25,"services","divorced","high.school","no","yes","no","cellular","jul","wed",158,1,999,0,"nonexistent",14,93918,-427,"4.957",52281
49,"admin.","married","university.degree","no","no","no","cellular","sep","fri",110,6,999,3,"failure",-11,94199,-375,"0.883",49636
42,"admin.","single","university.degree","unknown","yes","yes","cellular","jul","fri",115,1,999,0,"nonexistent",14,93918,-427,"4.957",52281
44,"technician","married","professional.course","unknown","yes","yes","telephone","may","wed",184,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
32,"admin.","single","university.degree","no","unknown","unknown","cellular","mar","mon",77,3,999,0,"nonexistent",-18,92843,-50,"1.52",50991
49,"blue-collar","single","basic.4y","unknown","no","no","cellular","jul","wed",121,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
33,"admin.","single","high.school","no","no","no","cellular","may","tue",154,1,999,0,"nonexistent",-18,92893,-462,"1.344",50991
33,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",264,2,999,0,"nonexistent",-18,92893,-462,"1.313",50991
50,"blue-collar","married","professional.course","no","no","no","cellular","nov","thu",600,3,999,1,"failure",-1,932,-42,"4.076",51958
29,"technician","single","professional.course","no","yes","no","cellular","aug","thu",87,6,999,0,"nonexistent",14,93444,-361,"4.963",52281
35,"services","single","high.school","no","no","no","telephone","may","wed",65,2,999,0,"nonexistent",-18,92893,-462,"1.281",50991
40,"technician","married","professional.course","unknown","no","no","cellular","nov","wed",291,2,999,0,"nonexistent",-1,932,-42,"4.12",51958
42,"admin.","married","university.degree","no","yes","no","telephone","may","mon",261,3,999,0,"nonexistent",11,93994,-364,"4.857",5191
30,"services","married","high.school","no","yes","no","cellular","jul","tue",24,26,999,0,"nonexistent",14,93918,-427,"4.962",52281
43,"blue-collar","married","basic.6y","unknown","yes","yes","telephone","jun","tue",193,3,999,0,"nonexistent",14,94465,-418,"4.961",52281
36,"services","married","high.school","no","yes","yes","telephone","jun","thu",77,6,999,0,"nonexistent",14,94465,-418,"4.958",52281
34,"technician","married","professional.course","no","yes","no","cellular","may","fri",81,2,999,0,"nonexistent",-18,92893,-462,"1.313",50991
46,"technician","married","university.degree","no","no","no","telephone","jul","wed",60,1,999,0,"nonexistent",14,93918,-427,"4.962",52281
29,"technician","single","professional.course","no","yes","no","cellular","aug","wed",472,1,999,0,"nonexistent",14,93444,-361,"4.964",52281
32,"housemaid","married","high.school","no","no","no","telephone","may","tue",226,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
28,"services","single","high.school","no","yes","no","telephone","may","mon",318,1,999,0,"nonexistent",11,93994,-364,"4.858",5191
31,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",1010,2,999,1,"failure",-18,92893,-462,"1.244",50991
31,"admin.","single","university.degree","no","yes","no","cellular","apr","mon",201,3,999,0,"nonexistent",-18,93075,-471,"1.405",50991
42,"management","married","university.degree","no","yes","no","cellular","nov","mon",104,3,999,1,"failure",-34,92649,-301,"0.714",50175
29,"admin.","single","high.school","unknown","yes","no","cellular","jul","fri",139,2,999,0,"nonexistent",14,93918,-427,"4.963",52281
55,"retired","married","high.school","unknown","yes","no","cellular","apr","fri",87,2,999,1,"failure",-18,93075,-471,"1.405",50991
50,"management","married","university.degree","no","no","yes","telephone","may","wed",187,3,999,0,"nonexistent",11,93994,-364,"4.857",5191
30,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",123,14,999,0,"nonexistent",11,93994,-364,"4.857",5191
48,"blue-collar","married","university.degree","no","no","no","cellular","aug","mon",164,1,999,0,"nonexistent",14,93444,-361,"4.97",52281
43,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",294,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
49,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","tue",67,2,999,0,"nonexistent",11,93994,-364,"4.856",5191
31,"entrepreneur","married","university.degree","unknown","yes","no","cellular","jul","mon",151,2,999,0,"nonexistent",14,93918,-427,"4.962",52281
54,"housemaid","married","high.school","no","yes","no","cellular","apr","thu",41,1,999,0,"nonexistent",-18,93075,-471,"1.365",50991
58,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",97,6,999,0,"nonexistent",14,93918,-427,"4.962",52281
29,"blue-collar","married","high.school","no","no","no","cellular","nov","wed",854,2,999,0,"nonexistent",-1,932,-42,"4.12",51958
39,"technician","married","professional.course","no","no","no","cellular","aug","wed",85,14,999,0,"nonexistent",14,93444,-361,"4.964",52281
35,"blue-collar","married","high.school","no","yes","no","telephone","jul","tue",7,1,999,0,"nonexistent",-17,94215,-403,"0.876",49916
47,"management","married","university.degree","no","no","no","cellular","nov","tue",141,3,999,0,"nonexistent",-1,932,-42,"4.153",51958
38,"services","married","high.school","no","yes","no","cellular","apr","wed",484,2,999,0,"nonexistent",-18,93075,-471,"1.498",50991
37,"management","married","university.degree","no","no","no","cellular","nov","tue",658,3,999,1,"failure",-1,932,-42,"4.153",51958
34,"admin.","married","professional.course","no","yes","yes","cellular","may","mon",326,1,999,0,"nonexistent",-18,92893,-462,"1.244",50991
55,"housemaid","married","basic.4y","no","yes","no","cellular","aug","mon",232,5,999,0,"nonexistent",14,93444,-361,"4.965",52281
37,"technician","single","professional.course","no","yes","no","telephone","may","fri",391,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
51,"admin.","married","high.school","no","yes","no","cellular","nov","tue",109,1,999,0,"nonexistent",-1,932,-42,"4.153",51958
29,"admin.","single","university.degree","no","no","no","telephone","may","thu",141,2,999,0,"nonexistent",11,93994,-364,"4.855",5191
34,"admin.","single","high.school","no","no","no","telephone","may","wed",194,3,999,0,"nonexistent",11,93994,-364,"4.857",5191
31,"admin.","single","university.degree","no","yes","yes","cellular","jul","thu",120,3,999,0,"nonexistent",14,93918,-427,"4.958",52281
32,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",96,1,999,0,"nonexistent",14,93918,-427,"4.958",52281
33,"management","married","university.degree","unknown","yes","yes","cellular","apr","tue",258,8,999,0,"nonexistent",-18,93075,-471,"1.423",50991
40,"housemaid","married","basic.4y","unknown","yes","no","telephone","jun","thu",397,1,999,0,"nonexistent",14,94465,-418,"4.866",52281
32,"management","married","high.school","no","no","no","telephone","jun","fri",143,2,999,0,"nonexistent",14,94465,-418,"4.967",52281
59,"admin.","married","unknown","unknown","yes","no","cellular","jul","fri",150,2,999,0,"nonexistent",14,93918,-427,"4.962",52281
36,"admin.","married","high.school","no","no","yes","cellular","jul","thu",18,12,999,0,"nonexistent",14,93918,-427,"4.968",52281
45,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",144,1,999,0,"nonexistent",11,93994,-364,"4.859",5191
45,"management","married","university.degree","no","no","no","cellular","jul","thu",843,1,999,0,"nonexistent",14,93918,-427,"4.968",52281
27,"technician","single","professional.course","no","no","no","cellular","jun","tue",136,2,999,0,"nonexistent",-17,94055,-398,"0.737",49916
41,"admin.","married","university.degree","no","no","no","cellular","nov","fri",182,3,999,0,"nonexistent",-1,932,-42,"4.021",51958
48,"blue-collar","married","basic.6y","no","unknown","unknown","telephone","jun","fri",52,1,999,0,"nonexistent",14,94465,-418,"4.967",52281
27,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","mon",204,3,999,0,"nonexistent",14,93918,-427,"4.96",52281
28,"admin.","single","unknown","no","yes","no","telephone","may","wed",279,2,999,0,"nonexistent",11,93994,-364,"4.857",5191
54,"technician","divorced","university.degree","no","no","no","cellular","aug","fri",90,1,999,1,"failure",-29,92201,-314,"0.849",50762
43,"admin.","single","university.degree","no","no","no","cellular","aug","thu",153,5,999,0,"nonexistent",14,93444,-361,"4.963",52281
31,"technician","married","university.degree","no","yes","no","cellular","aug","thu",214,1,999,0,"nonexistent",14,93444,-361,"4.964",52281
50,"technician","married","professional.course","unknown","yes","no","cellular","aug","mon",272,2,999,0,"nonexistent",14,93444,-361,"4.965",52281
32,"technician","single","professional.course","no","no","no","cellular","jul","thu",119,1,999,0,"nonexistent",14,93918,-427,"4.968",52281
36,"admin.","married","high.school","no","no","yes","telephone","may","tue",147,1,999,0,"nonexistent",11,93994,-364,"4.856",5191
56,"technician","married","professional.course","no","yes","no","cellular","jul","tue",208,1,999,0,"nonexistent",14,93918,-427,"4.961",52281
51,"admin.","divorced","university.degree","no","yes","no","cellular","aug","thu",218,6,999,0,"nonexistent",14,93444,-361,"4.968",52281
28,"admin.","single","university.degree","no","yes","no","telephone","jul","thu",310,2,999,0,"nonexistent",14,93918,-427,"4.963",52281
37,"management","married","unknown","no","yes","no","cellular","nov","thu",884,3,999,0,"nonexistent",-1,932,-42,"4.076",51958
57,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","tue",450,3,999,0,"nonexistent",14,94465,-418,"4.864",52281
29,"management","divorced","basic.9y","no","yes","yes","cellular","may","wed",117,2,999,0,"nonexistent",-18,92893,-462,"1.281",50991
40,"blue-collar","married","high.school","no","no","no","cellular","jul","wed",319,1,999,0,"nonexistent",14,93918,-427,"4.963",52281
25,"unemployed","single","high.school","no","no","no","cellular","aug","tue",188,1,3,3,"success",-17,94027,-383,"0.904",49916
31,"technician","single","high.school","no","yes","yes","cellular","aug","tue",428,1,999,0,"nonexistent",14,93444,-361,"4.966",52281
35,"blue-collar","single","basic.4y","unknown","no","no","cellular","jul","fri",260,2,999,0,"nonexistent",14,93918,-427,"4.963",52281
43,"admin.","single","university.degree","no","yes","no","telephone","nov","fri",43,1,999,0,"nonexistent",-1,932,-42,"4.021",51958
37,"services","married","high.school","unknown","yes","no","telephone","may","mon",58,3,999,0,"nonexistent",-18,92893,-462,"1.299",50991
26,"self-employed","married","university.degree","no","yes","no","telephone","jun","thu",400,2,999,0,"nonexistent",14,94465,-418,"4.866",52281
29,"admin.","single","high.school","no","yes","no","telephone","jun","fri",17,4,999,0,"nonexistent",14,94465,-418,"4.967",52281
43,"technician","married","university.degree","no","yes","no","cellular","aug","thu",74,4,999,0,"nonexistent",14,93444,-361,"4.962",52281
45,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri",297,1,999,0,"nonexistent",14,93918,-427,"4.959",52281
33,"admin.","single","university.degree","no","no","no","telephone","jul","tue",5,1,999,0,"nonexistent",-17,94215,-403,"0.893",49916
46,"admin.","married","high.school","unknown","yes","no","cellular","may","wed",109,1,999,0,"nonexistent",-18,92893,-462,"1.281",50991
35,"technician","single","basic.9y","no","yes","yes","cellular","nov","wed",62,1,999,0,"nonexistent",-1,932,-42,"4.12",51958
48,"admin.","married","university.degree","no","yes","no","cellular","jun","wed",95,1,999,0,"nonexistent",-29,92963,-408,"1.26",50762
26,"admin.","single","high.school","no","yes","no","telephone","may","thu",918,1,999,0,"nonexistent",11,93994,-364,"4.86",5191
46,"blue-collar","married","basic.4y","no","yes","no","cellular","nov","wed",223,4,999,0,"nonexistent",-1,932,-42,"4.12",51958
57,"admin.","single","university.degree","unknown","no","no","cellular","aug","wed",112,1,999,0,"nonexistent",14,93444,-361,"4.965",52281
39,"technician","single","professional.course","no","yes","no","telephone","may","tue",25,1,999,0,"nonexistent",-18,92893,-462,"1.291",50991
26,"self-employed","married","high.school","no","no","no","cellular","may","thu",183,3,999,0,"nonexistent",-18,92893,-462,"1.266",50991
30,"admin.","single","high.school","no","yes","yes","cellular","jul","tue",254,1,999,0,"nonexistent",14,93918,-427,"4.961",52281
25,"blue-collar","single","basic.9y","no","no","no","telephone","jun","wed",680,2,999,0,"nonexistent",14,94465,-418,"4.962",52281
34,"blue-collar","married","professional.course","no","no","no","cellular","apr","fri",365,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
45,"management","married","university.degree","no","no","no","cellular","nov","tue",69,1,999,0,"nonexistent",-1,932,-42,"4.153",51958
52,"blue-collar","unknown","basic.4y","no","unknown","unknown","cellular","may","thu",610,3,999,0,"nonexistent",-18,92893,-462,"1.266",50991
29,"entrepreneur","married","basic.4y","unknown","no","no","telephone","may","mon",567,3,999,1,"failure",-18,92893,-462,"1.299",50991
52,"services","single","high.school","no","yes","no","telephone","jun","wed",43,1,999,0,"nonexistent",14,94465,-418,"4.962",52281
